Date,Close
2025-06-05,42.01344299316406
2025-06-06,42.541175842285156
2025-06-09,42.565704345703125
2025-06-10,42.39317321777344
2025-06-11,42.1901969909668
2025-06-12,42.283233642578125
2025-06-13,42.03542709350586
2025-06-16,42.3694953918457
2025-06-17,41.93817138671875
2025-06-18,42.05403137207031
2025-06-20,42.16399002075195
2025-06-23,42.31113815307617
2025-06-24,42.69255828857422
2025-06-25,42.34920120239258
2025-06-26,42.18427658081055
2025-06-27,42.16399002075195
2025-06-30,42.24856185913086
2025-07-01,42.49973678588867
2025-07-02,41.823997497558594
2025-07-03,42.17582702636719
2025-07-07,41.670928955078125
2025-07-08,41.69967269897461
2025-07-09,41.8155403137207
2025-07-10,42.08808898925781
2025-07-11,41.5446891784668
2025-07-14,41.611331939697266
2025-07-15,41.165321350097656
2025-07-16,41.227699279785156
2025-07-17,41.39259338378906
2025-07-18,41.45582580566406
2025-07-21,41.50110626220703
2025-07-22,41.764278411865234
2025-07-23,41.85739517211914
2025-07-24,41.845436096191406
2025-07-25,42.010345458984375
2025-07-28,41.821510314941406
2025-07-29,41.48744201660156
2025-07-30,41.35841369628906
2025-07-31,41.150794982910156
2025-08-01,41.178138732910156
2025-08-04,40.07763671875
2025-08-05,40.55952453613281
2025-08-06,40.995277404785156
2025-08-07,40.381683349609375
2025-08-08,40.65515899658203
2025-08-11,40.663818359375
2025-08-12,41.05587387084961
2025-08-13,41.3570556640625
2025-08-14,41.45051956176758
2025-08-15,41.25233840942383
2025-08-18,41.490333557128906
2025-08-19,41.74998474121094
2025-08-20,41.9836540222168
2025-08-21,41.891048431396484
2025-08-22,42.04423141479492
2025-08-25,41.74045944213867
2025-08-26,42.13424301147461
2025-08-27,42.53148651123047
2025-08-28,42.7236213684082
2025-08-29,42.782474517822266
2025-09-02,42.577362060546875
2025-09-03,42.74525451660156
2025-09-04,43.00495910644531
2025-09-05,42.487335205078125
2025-09-08,42.06510925292969
2025-09-09,41.7983512878418
2025-09-10,41.72238540649414
2025-09-11,42.15256118774414
2025-09-12,41.97324752807617
2025-09-15,41.838096618652344
2025-09-16,41.833675384521484
2025-09-17,41.970584869384766
2025-09-18,41.835453033447266
2025-09-19,42.05891799926758
2025-09-22,42.06333923339844
2025-09-23,42.11722946166992
2025-09-24,42.26737976074219
2025-09-25,42.253265380859375
2025-09-26,42.474971771240234
2025-09-29,42.40960693359375
2025-09-30,42.69314956665039
2025-10-01,42.451114654541016
